MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
-0.6,3,1.0476190476190477,0.2898962450592885,1,0,3,0,4,0,5,2,2,0,2,0.5,0.0,0.717391304347826,0.35135135135135137,1,1,12,13,3,1.8433734939759037,2,4,2,2,3,0,5,-0.5384345384345385,5,0.0,1.7376068376068377,1.0,1,0,1,4,0.7992145311732941,0.0,0.0,0.046349942062572425,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,6,0.0,2,1,0.6341463414634146,1,1.0,1.4906832298136645,4,4,2,0.9523809523809523,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.5,6,5,12.540761149388421
-0.6,3,0.049998017525078375,0.35610177865612647,1,0,3,0,0,0,12,2,2,0,2,0.0,0.0,-0.2826086956521739,-0.918918918918919,3,1,8,8,1,1.2771084337349397,3,4,1,3,3,3,1,0.4906984906984907,5,0.0,0.07264957264957266,0.5203980099502488,1,4,1,4,0.32596956308296515,0.0,0.0,-0.3259945925067594,1.0,0.0,-1.0,1.0,-1.0,0.0,3,-0.5,6,0.0,1,1,-0.4878048780487805,1,-1.0,-0.5300207039337475,4,4,2,0.0,2.764705882352941,176.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,8,4,11.964007453736912
-0.1,4,-0.8571428571428571,-0.8296689723320159,1,3,3,0,0,0,3,2,2,0,1,0.5,3.0,-0.9565217391304348,0.1891891891891892,1,1,13,14,2,0.0,3,4,0,3,3,3,5,-0.5384345384345385,5,0.0,0.6059829059829059,-0.3174129353233831,1,0,1,0,-0.4575355915562101,0.0,0.0,-0.9424488219389726,0.0,0.0,-1.0,0.0,-1.0,0.0,3,-0.5,6,-1.0,-1,5,0.2682926829268293,2,0.0,0.39751552795031053,4,4,2,0.2857142857142857,1.2794117647058822,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5,8,4,11.790564777297387
-0.6,3,0.049998017525078375,0.4354001976284585,1,0,3,0,1,0,12,2,2,0,2,0.0,2.0,-0.06521739130434782,-0.6486486486486487,1,1,13,14,1,1.0843373493975903,3,4,1,3,3,3,0,0.2730782730782731,5,0.0,-0.08803418803418804,0.024875621890547265,1,0,1,4,-0.16298478154148258,0.0,0.0,-0.7106991116261104,1.0,0.0,-1.0,0.0,-1.0,0.0,3,-0.5,6,0.0,4,1,-0.24390243902439024,0,0.0,0.0,4,4,2,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,700.0,-1.0,1.0,8,4,11.91170829631447
0.8,3,0.14285714285714285,0.32423418972332013,1,3,3,0,4,0,19,2,2,2,2,-1.0,0.0,-0.13043478260869565,-0.7297297297297297,1,1,8,8,2,0.0,3,4,3,-1,-1,-1,-1,-0.5384345384345385,-1,0.0,-0.8162393162393162,-1.973134328358209,1,4,1,4,0.4104074619538537,0.0,0.0,-0.25955967555040554,0.0,0.0,0.0,0.0,-1.0,1.0,3,0.0,6,-1.0,-1,4,-0.3170731707317073,2,0.0,0.14906832298136646,4,4,2,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,500.0,1.3333333333333333,-1.0,8,4,11.407576060361786
-0.6,3,-0.14285714285714285,1.0416254940711462,1,3,3,0,4,0,20,5,2,0,2,-0.5,0.0,0.6739130434782609,0.2702702702702703,1,1,12,13,2,0.0,3,4,2,3,3,3,2,0.36855036855036855,5,0.0,-0.01623931623931624,0.24378109452736318,1,0,1,4,0.053019145802650956,0.0,0.0,-0.540749324063345,1.0,0.0,-1.0,1.0,0.0,0.0,2,0.0,6,-1.0,-1,5,0.5853658536585366,2,0.0,0.39751552795031053,4,4,2,0.0,1.1323529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,11.976665770490767
-0.6,3,0.047619047619047616,-0.4739377470355731,1,3,3,0,4,0,12,2,2,0,2,-0.5,1.0,-0.32608695652173914,-0.7837837837837838,3,1,3,10,2,0.0,3,4,1,3,3,3,3,0.1691821691821692,5,0.0,0.0811965811965812,0.07462686567164178,1,4,1,4,0.4948453608247423,0.0,0.0,-0.19312475859405176,0.0,0.0,-1.0,0.0,0.0,0.0,3,0.0,2,-1.0,-1,1,-0.5365853658536586,2,-1.0,-0.7701863354037267,4,4,2,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.5,0,0,11.842236406331555
0.2,3,1.5238095238095237,1.1700839920948616,1,0,3,0,0,0,16,2,2,0,5,1.0,0.0,0.6956521739130435,0.32432432432432434,1,1,12,13,1,2.289156626506024,2,4,2,0,3,0,5,-0.5384345384345385,5,0.0,1.1632478632478633,0.33134328358208953,1,0,1,4,0.13942071674030437,1.6730769230769231,0.0,1.4090382387022016,0.0,0.0,1.0,1.0,1.0,0.0,2,1.5,6,0.0,2,3,0.6097560975609756,1,1.0,1.544513457556936,4,4,2,1.4285714285714286,1.8970588235294117,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,-1.0,6,5,12.692506186542177
-0.1,4,-0.5714285714285714,-0.501358695652174,1,3,0,0,4,0,9,2,2,0,1,0.5,2.0,-0.9347826086956522,-1.1891891891891893,1,1,13,14,2,0.0,3,4,2,3,3,3,5,-0.5384345384345385,5,0.0,0.2726495726495726,-0.7054726368159204,1,0,1,1,0.041237113402061855,0.0,0.0,-0.5500193124758594,0.0,0.0,-1.0,0.0,0.0,0.0,2,0.0,6,0.0,2,1,-1.2195121951219512,2,-1.0,-0.8281573498964804,4,4,0,0.0,-0.36764705882352944,205.0,0.0,0.0,0.0,0.0,0.0,-0.5,8,4,11.845109950883979
-0.6,3,0.2857142857142857,0.06509387351778656,1,3,3,0,4,0,5,2,2,0,2,1.0,0.0,0.6304347826086957,0.21621621621621623,3,1,12,13,1,1.6927710843373494,2,4,2,2,3,3,5,-0.5384345384345385,5,0.0,2.2213675213675215,1.56318407960199,1,0,1,4,1.390279823269514,0.0,0.0,0.511394360757049,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,6,0.0,2,1,0.5365853658536586,1,0.0,0.2236024844720497,4,4,2,1.0178571428571428,1.9705882352941178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,4,12.345838935721968
1.4,4,-1.1904761904761905,-1.298048418972332,1,3,3,0,4,0,10,2,2,4,2,-0.5,2.0,0.06521739130434782,-0.4864864864864865,1,1,5,5,2,0.0,3,4,2,2,3,3,2,0.640926640926641,5,0.0,-0.47435897435897434,0.09651741293532339,1,4,1,4,-0.053019145802650956,0.0,0.0,-0.6241792197759752,1.0,0.0,-1.0,0.0,0.0,0.0,3,0.0,6,0.0,4,1,-0.0975609756097561,2,0.0,0.38095238095238093,4,4,2,0.5952380952380952,1.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,8,4,11.774527900858468
-0.6,3,0.049998017525078375,-0.30447134387351776,1,0,3,0,4,0,19,2,2,0,2,-0.5,3.0,-0.10869565217391304,0.1891891891891892,1,1,9,10,2,0.0,3,2,1,3,3,2,4,-0.27448227448227447,0,668.0,-0.4675213675213675,0.136318407960199,1,0,1,4,-0.053019145802650956,0.0,0.0,-0.6241792197759752,1.0,0.0,-1.0,0.0,0.0,0.0,2,0.0,6,0.0,4,1,-0.2926829268292683,2,-1.0,-0.8695652173913043,4,4,2,2.4166666666666665,0.9558823529411765,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,8,4,11.944714374881176
-0.6,3,1.9523809523809523,1.1737895256916997,1,3,3,0,0,0,16,2,2,0,2,1.0,0.0,0.7391304347826086,0.35135135135135137,1,1,12,13,3,3.855421686746988,2,4,2,2,3,3,5,-0.5384345384345385,5,0.0,1.8606837606837607,1.1432835820895522,1,0,1,4,1.0073637702503682,0.0,0.0,0.21011973735032832,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,6,0.0,2,1,0.6585365853658537,1,1.0,1.6977225672877847,4,4,2,0.0,0.45588235294117646,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,8,4,12.454107814022272
-0.6,3,-0.42857142857142855,-0.5628705533596838,1,3,3,0,0,0,12,2,2,0,2,-0.5,2.0,-0.4782608695652174,0.16216216216216217,1,1,13,14,2,0.0,3,4,1,3,3,2,1,-0.2098982098982099,4,486.0,-0.5085470085470085,-0.18208955223880596,1,4,1,4,-0.36720667648502703,0.0,0.0,-0.8713789107763615,0.0,1.0,-1.0,0.0,0.0,0.0,2,-0.5,6,-1.0,-1,5,0.6097560975609756,2,0.0,0.39751552795031053,4,4,2,1.3214285714285714,0.10294117647058823,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,8,4,11.811554895830454
-0.6,3,1.380952380952381,0.49394762845849804,1,3,3,0,4,0,16,2,2,0,2,1.0,0.0,0.7391304347826086,0.3783783783783784,1,1,12,13,3,1.2048192771084338,2,4,2,0,3,3,2,1.1716391716391716,5,0.0,0.01452991452991453,1.4179104477611941,1,0,1,4,1.2115856651939125,0.0,0.0,0.3707995365005794,1.0,0.0,0.0,0.0,0.0,0.0,2,0.5,6,0.0,2,1,0.6829268292682927,1,1.0,1.2091097308488612,4,4,2,0.0,0.36764705882352944,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,8,4,12.631343648903034
-0.6,3,-1.0476190476190477,1.6903409090909092,1,0,3,0,1,0,12,2,2,0,2,-0.5,1.0,-0.34782608695652173,0.08108108108108109,1,1,8,8,2,0.0,3,4,1,3,3,1,1,1.2544752544752544,5,0.0,-0.4623931623931624,0.9800995024875622,1,4,1,4,1.0073637702503682,0.0,0.0,0.21011973735032832,1.0,0.0,-1.0,0.0,-1.0,0.0,3,0.0,6,1.0,2,1,-0.5609756097560976,1,-1.0,-0.6666666666666666,4,4,2,1.7142857142857142,3.426470588235294,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,8,4,12.242891437918386
-0.4,4,-0.42857142857142855,-0.7792737154150198,1,0,3,0,4,0,3,1,7,0,2,-1.0,1.0,-1.0,-1.1891891891891893,1,1,8,8,2,0.0,3,4,0,3,3,3,5,-0.5384345384345385,5,0.0,0.07264957264957266,-0.9383084577114428,1,1,0,4,-1.1134020618556701,0.0,0.0,-1.4584781769022788,0.0,0.0,-1.0,0.0,-2.0,0.0,1,-1.0,6,-1.0,-1,5,-1.4634146341463414,2,-1.0,-0.9937888198757764,1,4,2,0.2916666666666667,-0.36764705882352944,87.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,8,4,11.134603622683905
0.4,0,-0.9047619047619048,-0.24172430830039526,1,3,3,0,4,0,9,1,2,0,5,-1.0,-1.0,-1.1521739130434783,-1.1891891891891893,2,1,3,3,2,0.0,3,1,0,3,3,3,5,-0.5384345384345385,5,0.0,0.2931623931623932,-0.681592039800995,1,4,0,4,-0.8600883652430045,0.9175824175824175,0.0,-0.22711471610660486,0.0,0.0,-1.0,0.0,0.0,0.0,3,0.0,6,-1.0,-1,5,-1.4634146341463414,2,-1.0,-0.9523809523809523,4,1,0,0.0,0.4264705882352941,172.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,8,4,10.596659732783579
-0.6,3,0.049998017525078375,-0.23085474308300397,1,0,3,0,1,0,19,2,2,0,2,-0.5,1.0,-0.15217391304347827,0.32432432432432434,1,1,6,6,2,0.0,3,4,1,3,3,3,5,-0.5384345384345385,5,0.0,1.282905982905983,0.47064676616915424,1,2,1,4,0.2768777614138439,0.0,0.0,-0.3646195442255697,0.0,0.0,-1.0,1.0,0.0,0.0,2,0.0,6,-1.0,-1,1,-0.34146341463414637,2,-1.0,-0.865424430641822,4,4,2,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,11.914054519303125
-0.6,3,0.7619047619047619,0.3879693675889328,1,3,3,0,0,0,5,2,2,0,2,1.0,0.0,0.7391304347826086,0.35135135135135137,1,1,12,13,2,0.0,2,4,2,0,3,0,5,-0.5384345384345385,5,0.0,1.2931623931623932,0.48258706467661694,1,0,1,4,0.28865979381443296,0.0,0.0,-0.3553495558130552,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,6,-1.0,-1,1,0.6585365853658537,1,0.0,0.016563146997929608,4,4,2,0.0,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,0.0,8,4,12.100161978566867
-0.6,3,0.047619047619047616,0.2651926877470356,1,0,3,0,4,0,12,2,2,0,2,-0.5,0.0,-0.30434782608695654,-0.9459459459459459,3,1,3,3,2,0.0,3,4,1,3,3,3,4,0.8908388908388908,5,0.0,-0.16666666666666666,0.808955223880597,1,2,1,4,1.2037309769268532,0.0,0.0,0.3646195442255697,0.0,1.0,-1.0,1.0,1.0,0.0,2,0.0,6,0.0,2,1,-0.5121951219512195,1,0.0,-0.13664596273291926,4,4,2,0.0,0.19117647058823528,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,1.0,8,4,12.016732516077072
1.4,3,-0.42857142857142855,-0.5349555335968379,1,3,3,0,4,0,16,2,2,4,2,1.5,0.0,0.6956521739130435,0.2972972972972973,3,1,8,8,1,1.4819277108433735,0,4,2,0,3,3,2,1.0803790803790805,5,0.0,-0.1188034188034188,1.1333333333333333,1,0,1,4,0.930780559646539,0.0,0.0,0.14986481266898416,1.0,0.0,0.0,0.0,-1.0,0.0,0,0.0,6,0.0,2,1,0.6097560975609756,0,0.0,0.3146997929606625,4,4,2,1.2083333333333333,0.3235294117647059,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.5,8,4,12.533579815765737
0.2,3,1.8571428571428572,0.9731966403162056,1,3,3,0,4,0,16,2,2,0,5,1.0,0.0,0.6739130434782609,0.2972972972972973,1,1,12,13,3,0.7951807228915663,2,4,2,0,3,0,5,-0.5384345384345385,5,0.0,1.093162393162393,0.24975124378109453,1,0,1,4,0.08836524300441827,1.8131868131868132,0.0,1.5264580919273851,0.0,0.0,1.0,1.0,1.0,0.0,2,1.5,6,0.0,2,3,0.5853658536585366,0,1.0,0.8737060041407867,4,4,2,0.6726190476190477,0.10294117647058823,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,8,4,12.6410997921206
-0.6,3,2.0476190476190474,0.34103260869565216,1,3,3,0,0,0,5,2,2,0,2,-0.5,0.0,0.45652173913043476,0.02702702702702703,1,1,12,13,2,0.0,3,4,2,2,3,3,5,-0.5384345384345385,5,0.0,1.058974358974359,0.2099502487562189,1,0,1,4,0.019636720667648502,0.0,0.0,-0.567014291232136,0.0,0.0,-1.0,1.0,0.0,0.0,3,0.0,6,-1.0,-1,1,0.36585365853658536,2,0.0,0.7950310559006211,4,4,2,2.3333333333333335,0.5735294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8,4,11.884495917930655
-0.6,3,0.23809523809523808,-0.2338191699604743,1,3,3,0,4,0,12,2,2,0,2,-0.5,1.0,-0.41304347826086957,-0.10810810810810811,3,1,13,14,1,3.9156626506024095,3,4,1,3,3,3,4,1.1646191646191646,5,0.0,-0.6726495726495727,0.6079601990049751,1,2,1,4,0.41237113402061853,0.0,0.0,-0.25801467748165313,0.0,1.0,-1.0,0.0,0.0,0.0,3,-0.5,6,0.0,4,1,-0.6341463414634146,0,0.0,0.07453416149068323,4,4,2,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.5,8,4,11.938199736300925
-0.6,3,-0.047619047619047616,-0.3845108695652174,1,3,3,0,4,0,12,2,2,0,2,-0.5,2.0,-0.43478260869565216,0.35135135135135137,1,1,12,13,2,0.0,3,2,1,3,3,3,2,0.4878904878904879,5,0.0,-0.258974358974359,0.13034825870646766,1,4,1,4,-0.05891016200294551,0.0,0.0,-0.6288142139822325,1.0,0.0,-1.0,0.0,0.0,0.0,2,-0.5,6,-1.0,-1,5,-0.6585365853658537,2,-1.0,-0.968944099378882,4,4,2,0.0,0.39705882352941174,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,1.0,8,0,11.599112335481124
0.8,3,-0.19047619047619047,-0.8494318181818182,1,3,3,0,4,0,7,2,2,2,2,-1.0,0.0,-0.391304347826087,-1.054054054054054,1,1,0,10,2,0.0,3,4,2,-1,-1,-1,-1,-0.5384345384345385,-1,0.0,-0.8162393162393162,-1.973134328358209,1,4,0,2,0.12763868433971526,0.0,0.0,-0.4820393974507532,0.0,0.0,0.0,0.0,-1.0,1.0,1,0.0,6,-1.0,-1,-1,-0.03643502714940131,-1,-2.0,-1.9875776397515528,-1,-1,0,0.0,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,11.314486721293981
-0.6,3,0.7142857142857143,-0.20269268774703558,1,3,3,0,4,0,12,2,2,0,2,0.0,0.0,-0.17391304347826086,-0.7837837837837838,1,1,13,14,1,0.608433734939759,3,4,1,3,3,3,4,0.36433836433836436,5,0.0,-0.05555555555555555,0.19203980099502488,1,0,1,4,0.4653902798232695,0.0,0.0,-0.21629972962533797,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,6,0.0,4,1,-0.36585365853658536,1,0.0,-0.16563146997929606,4,4,2,0.0,1.661764705882353,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,8,0,11.982935344196433
-0.6,3,2.1904761904761907,1.8346096837944663,1,3,3,0,4,0,23,2,2,0,2,-0.5,1.0,-0.30434782608695654,-0.9459459459459459,1,1,12,13,2,0.0,3,2,1,3,3,1,1,0.8192348192348192,5,0.0,-0.16153846153846155,0.7134328358208956,1,2,1,4,0.4732449680903289,0.0,0.0,-0.21011973735032832,0.0,1.0,-1.0,1.0,-1.0,0.0,3,-0.5,6,1.0,2,1,-0.5121951219512195,1,-1.0,-0.7122153209109731,4,4,1,0.0,1.161764705882353,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,-0.5,8,4,12.04355959836804
